verdict,statement,factcheck_analysis_link
false,"""Italian Parliament Calls For The Arrest of Bill Gates""",https://www.politifact.com/factchecks/2020/may/22/blog-posting/italian-government-doesnt-want-arrest-bill-gates/
true,"""We adopted the modern Social Security system at a time when the average person died before they were old enough to get Social Security.""",https://www.politifact.com/factchecks/2016/dec/12/newt-gingrich/gingrich-correct-life-expectancy-initially-fell-sh/
true,"""Some criminals have learned how to spy on Americans, hacking into our home computers and looking out through the video camera attached to the screen.""",https://www.politifact.com/factchecks/2011/jul/17/sheldon-whitehouse/sen-whitehouse-says-criminals-can-hack-home-comput/
false,"""I was always labeled as one of the most liberal members of the United States Congress.""",https://www.politifact.com/factchecks/2019/may/06/joe-biden/joe-biden-claims-he-was-staunch-liberal-senate-he-/
false,"""Last year was one of the deadliest years ever for law enforcement officers.""",https://www.politifact.com/factchecks/2017/may/23/thom-tillis/was-2016-one-deadliest-years-ever-police-officers-/
true,"""Marijuana is less addictive than both alcohol and tobacco.""",https://www.politifact.com/factchecks/2014/jun/04/earl-blumenauer/marijuana-less-addictive-both-alcohol-and-tobacco/
true,"""I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.""",https://www.politifact.com/factchecks/2008/mar/07/barack-obama/20-years-is-an-accurate-count/
true,"""Gross income tax receipts are exceeding the Administration’s projections for this fiscal year prior to Sandy.""",https://www.politifact.com/factchecks/2013/jan/17/chris-christie/chris-christie-says-current-fiscal-year-income-tax/
true,"The federal government ""can cut all of the non-military discretionary spending and not balance the budget.""",https://www.politifact.com/factchecks/2011/feb/17/rand-paul/rand-paul-says-zeroing-out-non-military-discretion/
false,"""A lot of people who go into prison straight, and when they come out they’re gay.""",https://www.politifact.com/factchecks/2015/mar/04/ben-carson/ben-carson-many-prisoners-go-straight-come-out-gay/
false,"""The 90 percent statistic of supporting background checks, that's been debunked.""",https://www.politifact.com/factchecks/2016/jan/05/laura-ingraham/laura-ingraham-say-claim-90-support-gun-background/
true,"By 2009, ""dozens of senior terrorists had been taken off the battlefield"" by drones.",https://www.politifact.com/factchecks/2014/jun/11/hillary-clinton/hillary-clinton-says-2009-us-drones-had-killed-doz/
true,Says six of the state’s 58 family planning centers had to close because of Gov. Chris Christie’s budget cuts.,https://www.politifact.com/factchecks/2011/jun/10/loretta-weinberg/state-sen-loretta-weinberg-says-6-new-jerseys-58-f/
false,"Wearing the Kente cloth ""worn by affluent African slave traders"" is ""like honoring Jews by wearing swastikas.""",https://www.politifact.com/factchecks/2020/jun/12/viral-image/bloggers-twist-history-say-democrats-wore-symbol-s/
true,"""The Social Security disability fund is going belly up in 2016.""",https://www.politifact.com/factchecks/2013/apr/15/rob-portman/sen-rob-portman-says-social-security-disability-fu/
true,"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.",https://www.politifact.com/factchecks/2015/apr/07/mary-margaret-oliver/taxpayers-bore-cost-drawing-proposed-cities-border/
false,"Say Nancy Pelosi’s net worth is $196,299,990.",https://www.politifact.com/factchecks/2020/feb/03/facebook-posts/no-nancy-pelosis-net-worth-not-196-million/
false,An email shows that employers are requiring employees to wear masks during Zoom meetings.,https://www.politifact.com/factchecks/2022/jan/06/viral-image/messages-about-employer-mask-requirements-zoom-mee/
true,"""In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.""",https://www.politifact.com/factchecks/2013/sep/24/oregon-2014/does-oregon-health-plan-pay-about-4000-abortions-y/
false,These photos show Jacob Blake posing with a gun.,https://www.politifact.com/factchecks/2020/aug/26/viral-image/these-photos-doesnt-show-jacob-blake-posing-gun/
false,"Iran ""might not be a superpower, but the threat the government of Iran poses is anything but 'tiny,'"" as Obama says.",https://www.politifact.com/factchecks/2008/may/21/john-mccain/mccain-twists-obamas-words/
true,The highest paid employee of the State of Rhode Island is a basketball coach.,https://www.politifact.com/factchecks/2013/sep/29/deadspin/deadspin-says-uri-basketball-coach-highest-paid-ri/
true,"""We now have about one-third of New York’s population on Medicaid.""",https://www.politifact.com/factchecks/2017/jul/21/john-faso/one-three-people-new-york-are-medicaid/
false,"""Your tax dollars are not being used to sue you, the people.""",https://www.politifact.com/factchecks/2011/jul/20/alan-hays/hays-claims-tax-dollars-not-being-used-sue-voters-/
true,"Says he ""fought against $3 billion in cuts to public education since 2003.""",https://www.politifact.com/factchecks/2010/jun/28/dubose-porter/gubernatorial-candidate-touts-record-education-cut/
true,"""Our economy actually shrank during the last three months of 2012.""",https://www.politifact.com/factchecks/2013/feb/13/marco-rubio/marco-rubio-says-us-economy-shrank-last-quarter-20/
true,"In COVID-19 crisis, ""only 20% of African Americans had jobs where they could work from home.""",https://www.politifact.com/factchecks/2020/jun/16/desiree-rogers/blacks-hispanics-less-likely-have-jobs-where-they-/
false,"""The European Union … they send us Mercedes, they send us -- by the millions -- the BMWs -- cars by the millions.""",https://www.politifact.com/factchecks/2018/jul/02/donald-trump/donald-trump-wrong-mercedes-bmw-import-cars-us-mil/
true,"""The fastest-growing part of the Pentagon’s budget are health care expenses.""",https://www.politifact.com/factchecks/2015/apr/21/evan-bayh/former-senator-evan-bayh-says-fastest-growing-defe/
true,"""Our pension system is the only one in the country that’s 100 percent funded.""",https://www.politifact.com/factchecks/2013/jan/06/scott-walker/walker-says-wisconsins-pension-system-only-one-cou/
true,"Says of Donald Trump, ""He even said, on his very first day in office, he would require every school in America to let people carry guns into our classrooms.""",https://www.politifact.com/factchecks/2016/nov/01/hillary-clinton/trump-said-he-would-require-schools-allow-guns-cli/
false,Says al Qaeda has camps with the drug cartels in Mexico.,https://www.politifact.com/factchecks/2013/apr/23/louie-gohmert/louie-gohmert-says-al-qaeda-has-camps-drug-cartels/
true,"Says Mitt Romney ""has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.""",https://www.politifact.com/factchecks/2012/jul/10/robert-gibbs/democrats-say-mitt-romney-failed-disclose-offshore/
true,"""California is home to the largest death row population in the Western Hemisphere.""",https://www.politifact.com/factchecks/2016/aug/12/yes-62-death-penalty-repeal/does-california-have-largest-death-row-western-hem/
false,"Says he authored legislation ""to guarantee coverage to people with pre-existing conditions -- no matter what happens to Obamacare.""",https://www.politifact.com/factchecks/2020/sep/18/cory-gardner/gardners-bill-has-more-do-politics-preexisting-con/
false,"95-item list of food-destroying incidents demonstrates that ""you are duped if you think they aren’t planning a food shortage.""",https://www.politifact.com/factchecks/2022/jun/15/facebook-posts/95-item-list-doesnt-prove-there-are-ongoing-plans-/
true,"""There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used.""",https://www.politifact.com/factchecks/2012/jun/28/michael-doherty/michael-doherty-says-red-light-cameras-new-jersey-/
false,"Joe Biden's cancellation of the Keystone pipeline ""dramatically increased Americans' dependence on Russian oil.""",https://www.politifact.com/factchecks/2022/mar/11/mike-pence/mike-pences-group-falsely-blames-bidens-nixing-key/
false,"As mayor of Newark, N.J., Cory Booker ""stole $600,000 from a city water authority and laundered it through his law firm.""",https://www.politifact.com/factchecks/2019/oct/14/roger-stone/old-roger-stone-video-about-cory-booker-has-gone-v/
false,Says George Washington said a free people should be armed to guard against government tyranny.,https://www.politifact.com/factchecks/2013/jan/03/louie-gohmert/louie-gohmert-says-george-washington-said-free-peo/
true,"""There has not been a Democratic woman in Congress from New Jersey in almost four decades.""",https://www.politifact.com/factchecks/2012/may/09/nia-gill/state-sen-nia-gill-claims-new-jersey-has-not-had-d/
false,"Says Rick Perry's ""Pay to Play"" politics led him to send $899 million to an offshore call center in Bermuda, driving down enrollment in children's health insurance",https://www.politifact.com/factchecks/2010/jan/15/texas-democratic-party/democrats-say-perry-sent-899-million-offshore-call/
true,"""I've done more impeachments than anybody else in the history of the country.""",https://www.politifact.com/factchecks/2011/dec/19/jim-sensenbrenner/gop-wisconsin-rep-jim-sensenbrenner-says-hes-done-/
true,"""Here in Virginia, we have the opportunity to become the first state on the East Coast to explore for and produce oil and natural gas offshore.""",https://www.politifact.com/factchecks/2010/jan/28/bob-mcdonnell/mcdonnell-says-virginia-first-line-atlantic-oil-dr/
true,Says 18 states and the District of Columbia have voted Democratic in six consecutive presidential elections.,https://www.politifact.com/factchecks/2013/nov/10/george-will/george-will-paints-dire-electoral-picture-gop-says/
false,"""Wow, highest Poll Numbers in the history of the Republican Party. That includes Honest Abe Lincoln and Ronald Reagan.""",https://www.politifact.com/factchecks/2018/jul/30/donald-trump/has-donald-trump-had-highest-poll-numbers-any-gop-/
false,"A German doctor discovered the COVID-19 vaccines include graphene oxide or graphene hydroxide, and the full list of ingredients is secret because of the emergency use authorization.",https://www.politifact.com/factchecks/2022/jan/24/facebook-posts/covid-19-vaccines-do-not-contain-graphene-are-not-/
false,"In 1986, the founder of the Times Square Church prophesied that he saw ""a plague coming on the world and the bars and church and government will shut down,"" with New York City especially hard hit.",https://www.politifact.com/factchecks/2020/apr/24/facebook-posts/no-pastor-david-wilkerson-did-not-predict-covid-19/
false,"""The Obama administration just issued instructions that terrorism training should not involve any reference to Islam.""",https://www.politifact.com/factchecks/2011/dec/14/newt-gingrich/newt-gingrich-says-obama-administration-issued-ins/
true,Georgia’s share of money from the Federal Highway Trust Fund declined 12 percent between 2008 and 2013.,https://www.politifact.com/factchecks/2015/feb/25/associated-press/report-accurate-decline-federal-transportation-dol/
true,"There is ""a constitutional issue"" that affects ""the paychecks of members of Congress"" during a shutdown.",https://www.politifact.com/factchecks/2013/oct/07/mario-diaz-balart/mario-diaz-balart-says-congress-paid-during-shutdo/
true,"The U.S. Constitution is ""the oldest written constitution still in use today"" among nations.",https://www.politifact.com/factchecks/2014/sep/22/bob-goodlatte/goodlatte-says-us-has-oldest-working-national-cons/
true,"""It is legal in Ohio to fire an employee or evict a tenant just for being gay.""",https://www.politifact.com/factchecks/2013/apr/02/progressohio/progressohio-says-ohio-lacks-law-prohibiting-emplo/
true,"""I’m one of the first guys to introduce a climate change bill, way, way back in ‘87.""",https://www.politifact.com/factchecks/2019/may/08/joe-biden/was-joe-biden-climate-change-pioneer-congress-hist/
false,Clicking on this link in a text message lets sex traffickers track you.,https://www.politifact.com/factchecks/2020/aug/26/facebook-posts/these-texts-are-suspicious-not-tied-sex-traffickin/
false,"The Texas Constitution ""still contains Jim Crow provisions about the poll tax and restrictions on women having the right to vote.""",https://www.politifact.com/factchecks/2011/mar/19/charles-reed/waco-activist-says-texas-constitution-still-contai/
true,"Since being elected in 2002, Scott Walker has ""given back over $370,000 of his salary to the county.""",https://www.politifact.com/factchecks/2010/oct/06/scott-walker/gop-governor-candidate-scott-walker-says-he-has-gi/
true,"""U.S. agricultural & food exports are expected to increase more than $2 billion annually under #USMCA""",https://www.politifact.com/factchecks/2019/sep/17/roy-blunt/report-backs-blunt-claim-2-billion-increase-trade-/
true,"""Ten years ago the Austin Water Utility used a total of 240.3 million gallons. Every summer since then our peak day of water use has been lower.""",https://www.politifact.com/factchecks/2011/sep/17/save-our-springs-alliance/save-our-springs-says-water-utility-customers-have/
true,"""When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.""",https://www.politifact.com/factchecks/2008/feb/07/mike-huckabee/it-tasted-like-chicken/
true,"""A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.""",https://www.politifact.com/factchecks/2010/dec/13/debbie-wasserman-schultz/wasserman-schultz-says-expanding-drilling-would-ha/
true,"Says President Barack Obama ""will not utter the words ‘radical Islamic terrorism’ and as matter of policy, nobody in the administration will say the words ‘radical Islamic terrorism.’""",https://www.politifact.com/factchecks/2015/nov/30/ted-cruz/cruz-right-obama-doesnt-link-islam-terrorismerrori/
true,"""People of color and those of not, they use marijuana at the same rate. People of color are three times more likely to get arrested and convicted.""",https://www.politifact.com/factchecks/2020/dec/03/ralph-northam/northam-right-about-about-racial-disparities-pot-a/
false,"Says Ted Kennedy met ""with the KGB in order to beat Ronald Reagan in 1984.""",https://www.politifact.com/factchecks/2017/jul/18/greg-gutfeld/fox-news-host-cites-ted-kennedy-kgb-meeting-never-/
false,"The Obama administration ""was successful in rushing a massive spending bill through Congress in just two days — after which it sat on the president's desk for three days, while he was away on vacation.""",https://www.politifact.com/factchecks/2009/sep/15/thomas-sowell/sowell-claims-stimulus-was-rushed-through-congress/
false,"John D. Rockefeller coined the term ""fossil fuel"" to trick people into thinking that his product was scarce and drive up the price when fossil fuels are actually ""the second most abundant liquid on the planet.""",https://www.politifact.com/factchecks/2022/apr/08/facebook-posts/john-d-rockefeller-didnt-coin-term-fossil-fuels-tr/
true,Says 1 in 7 American families is on food stamps.,https://www.politifact.com/factchecks/2012/aug/02/sarah-palin/sarah-palin-says-1-7-american-families-food-stamps/
false,"Says over the last two years, New Jersey Schools Development Authority employees ""have not started or completed one single school project, and I’m not talking about major school renovation. I’m talking about replacing boilers, roofs.""",https://www.politifact.com/factchecks/2012/jan/16/david-sciarra/education-attorney-claims-state-officials-have-not/
false,"Says ""over 50 percent of U.S. job growth in June came"" from Wisconsin.",https://www.politifact.com/factchecks/2011/jul/28/republican-party-wisconsin/wisconsin-republican-party-says-more-than-half-nat/
false,"""There are ‘sore loser’ laws that would bar Luther Strange from pursuing a seat"" because he already lost the Alabama Republican Senate runoff to Roy Moore.",https://www.politifact.com/factchecks/2017/nov/14/amanda-carpenter/given-roy-moores-troubles-could-luther-strange-run/
false,"Says four Republican representatives ""voted to impeach President Donald Trump.""",https://www.politifact.com/factchecks/2019/nov/15/facebook-posts/no-four-republicans-did-not-vote-impeach-president/
false,"""The incidents of threats against (President Barack Obama) are greater than for any other president in modern times.""",https://www.politifact.com/factchecks/2013/mar/18/julian-bond/no-concrete-evidence-support-claim/
true,"""For every extra year a girl goes to school, her income goes up 12 percent.""",https://www.politifact.com/factchecks/2017/feb/22/bono/bono-each-year-school-adds-12-womans-income/
false,"Says ""some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit.""",https://www.politifact.com/factchecks/2016/feb/08/john-obannon/del-john-obannon-says-planned-parenthood-sold-feta/
true,"""Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.""",https://www.politifact.com/factchecks/2016/jun/15/hillary-clinton/clinton-clinton-foundation-helped-9-million-lower-/
false,"""Kavanaugh accuser’s husband breaks his silence, exposes ‘sick issue’ his wife has.""",https://www.politifact.com/factchecks/2018/sep/26/blog-posting/no-christine-blasey-fords-husband-did-not-expose-h/
false,"""No one has been hospitalized for"" the omicron variant of COVID-19.",https://www.politifact.com/factchecks/2022/jan/07/rand-paul/sen-rand-pauls-ad-was-wrong-claiming-there-are-no-/
true,"""Cantor's campaign spent more at steakhouses than Brat spent on his entire campaign.""",https://www.politifact.com/factchecks/2014/jun/11/chuck-todd/rare-feat-cantor-spent-more-steakhouses-opponent-d/
true,"Gov. Rick Scott's sale of the state planes was ""not proper.""",https://www.politifact.com/factchecks/2011/feb/24/jd-alexander/gov-rick-scott-and-senate-budget-chief-spat-over-s/
true,"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",https://www.politifact.com/factchecks/2008/sep/30/barack-obama/seniors-get-a-special-break/
false,"""Wisconsin 2020 election investigation finds more illegal votes were cast than Biden's margin of victory.""",https://www.politifact.com/factchecks/2021/dec/13/facebook-posts/review-did-not-find-more-illegal-votes-bidens-marg/
true,"West Virginia has ""the nation’s lowest workforce participation rate, which hovers around 50 percent, when the national average is about 63 percent.""",https://www.politifact.com/factchecks/2019/feb/27/e-gordon-gee/does-west-virginia-have-nations-lowest-workforce-p/
false,"""Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!""",https://www.politifact.com/factchecks/2020/mar/26/facebook-posts/trump-hotels-would-be-barred-getting-coronavirus-m/
false,Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.,https://www.politifact.com/factchecks/2011/apr/19/paul-broun/us-rep-broun-said-fdr-had-aids-learn-socialism-sta/
true,"""Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress.""",https://www.politifact.com/factchecks/2014/jan/15/mike-scott/sheriff-says-trey-radels-cocaine-conviction-means-/
true,"Says Ted Strickland ""in this campaign bragged about his A-plus rating with the NRA. ... He has said he has a mixed and spotty record on this issue and that he can be criticized for it. Those are his words, not mine. So I don’t know where he is on this issue.""",https://www.politifact.com/factchecks/2016/oct/21/rob-portman/portman-quotes-stricklands-own-words-about-mixed-a/
true,"""Sen. McCain says it was not a mistake to vote against the Bush tax cuts ... but now says the tax cuts need to be made permanent.""",https://www.politifact.com/factchecks/2008/jan/03/mitt-romney/yes-mccain-switched/
false,"""For the past eight years, Gov. Carcieri and Mrs. Carcieri would host the lighting of the State House Christmas tree.""",https://www.politifact.com/factchecks/2011/nov/30/john-depetro/talk-show-host-john-depetro-says-eight-years-gover/
true,The Austin Independent School District’s graduation rate reached an all-time high of 82.5 percent in 2012.,https://www.politifact.com/factchecks/2014/apr/02/meria-carstarphen/grad-rates-rise-austin/
false,"""If you cross the border illegally in the U.S., you get a drivers license, medical insurance, housing, career training, the right to vote.""",https://www.politifact.com/factchecks/2018/nov/08/viral-image/facebook-meme-misleads-about-benefits-immigrants-w/
false,"A ""public health warning"" was recently issued for fluoride toothpaste.",https://www.politifact.com/factchecks/2022/jun/10/facebook-posts/no-public-health-warning-wasnt-recently-issued-flu/
false,Says the Annie's List political group supports third-trimester abortions on demand.,https://www.politifact.com/factchecks/2010/oct/20/dwayne-bohac/texas-rep-dwayne-bohac-says-annies-list-supports-t/
true,"""We have had some significant accomplishments on a bipartisan basis.""",https://www.politifact.com/factchecks/2011/nov/29/john-kasich/ohio-gov-john-kasich-says-key-legislation-has-won-/
true,"Before COVID-19, ""Iowa had one of the lowest unemployment rates in the country, and many employers were scrambling to find qualified employees to fill their job openings.""",https://www.politifact.com/factchecks/2020/apr/14/jack-whitver/iowa-had-strong-job-market-when-it-came-having-job/
true,"""We've had Muslims in America since George Washington.""",https://www.politifact.com/factchecks/2016/oct/13/hillary-clinton/clinton-sys-muslims-have-been-america-george-washi/
false,Says he did not say Republicans would filibuster immigration reform.,https://www.politifact.com/factchecks/2010/apr/12/jon-kyl/yuma-daily-newspaper-quoted-kyl-saying-republican/
true,"Says Joe Biden ""has issued more executive fiats than anyone in such a short period of time, ever, more than Obama, more than Trump, more than anyone.""",https://www.politifact.com/factchecks/2021/jan/27/marco-rubio/how-joe-bidens-first-executive-orders-compare-past/
false,"""Obamacare ... will kill jobs across America.""",https://www.politifact.com/factchecks/2012/feb/15/us-chamber-commerce/us-chamber-commerce-ad-attacking-tim-kaine-says-he/
true,The state’s overall revenues only returned this year to 2007 levels.,https://www.politifact.com/factchecks/2014/oct/08/nathan-deal/deal-correct-revenue-recovery-was-long-time-coming/
false,"""I can tell you that the enhanced interrogation techniques that have since been banned by this administration — specifically waterboarding — work.""",https://www.politifact.com/factchecks/2016/may/24/todd-wilcox/waterboarding-works-us-senate-candidate-todd-wilco/
true,"""In fact 7 out of 10 new jobs in America are created by small businesses.""",https://www.politifact.com/factchecks/2018/nov/19/jason-smith/rep-jason-smith-not-far-small-business-job-creatio/
true,"""Providence is one of the busiest fire departments for its relative size in the country.""",https://www.politifact.com/factchecks/2011/jun/24/paul-doughty/firefighter-union-chief-says-providence-has-one-bu/
true,"Says Dan Forest has ""missed almost half of the Board of Education meetings during the pandemic.""",https://www.politifact.com/factchecks/2020/oct/30/roy-cooper/cooper-right-about-forest-education-board-attendan/
false,"Emails show ""Fauci's fellow scientist could tell early on that the (coronavirus) looked manufactured.""",https://www.politifact.com/factchecks/2021/jun/02/facebook-posts/no-emails-fauci-dont-show-early-agreement-virus-wa/
true,"The federal tax code has ""loopholes that are giving incentives for companies that are shipping jobs overseas.""",https://www.politifact.com/factchecks/2012/oct/08/barack-obama/obama-says-tax-code-rewards-firms-shifting-jobs-ov/
false,"""Hate speech is not protected by the first amendment.""",https://www.politifact.com/factchecks/2017/apr/21/howard-dean/howard-deans-wrong-tweet-constitution-doesnt-prote/
false,"Says ""every time"" the DSCC endorsed someone in North Carolina's U.S. Senate primary, ""and the person they didn’t support was black, the candidate they picked ended up losing.""",https://www.politifact.com/factchecks/2020/mar/05/william-barber/rev-barber-slams-dscc-overlooking-black-candidates/
false,"A facial recognition firm ""confirmed antifa infiltrated the Trump rally in D.C.""",https://www.politifact.com/factchecks/2021/jan/07/facebook-posts/no-facial-recognition-didnt-confirm-antifa-infiltr/
true,"""In Rhode Island, 28 percent of adults released from state prisons are re-incarcerated within a year.""",https://www.politifact.com/factchecks/2013/apr/15/ban-the-box-ri/video-says-28-percent-adults-released-rhode-island/
false,"The ""error rates"" for the Fulton County elections department are ""well below the average.""",https://www.politifact.com/factchecks/2012/nov/26/emma-darnell/no-evidence-found-back-fulton-commissioners-claim/
false,Georgia has the most lax gun laws in the nation.,https://www.politifact.com/factchecks/2013/mar/13/donzella-james/gun-law-claim-goes-awry/
true,"""Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community.""",https://www.politifact.com/factchecks/2016/aug/22/hillary-clinton/clinton-says-almost-half-million-people-still-elig/
false,"""Fauci doesn’t trust new vaccine research as delta variant surges.""",https://www.politifact.com/factchecks/2021/aug/18/fox-news-channel/fauci-didnt-doubt-vaccine-study-he-cautioned-using/
true,"Rep. Ilhan Omar ""voted yes"" to ""provide further funding for the 9/11 First Responders Victims Fund"" while Sen. Rand Paul ""voted no.""",https://www.politifact.com/factchecks/2019/jul/24/facebook-posts/facebook-post-compares-votes-rand-paul-ilhan-omar-/
false,"""Type-2 diabetes gummies nets the biggest deal in ‘Shark Tank’ history!""",https://www.politifact.com/factchecks/2021/aug/02/blog-posting/no-these-former-shark-tank-contestants-didnt-pitch/
false,Says Nancy Pelosi’s son served on the Burisma board with Hunter Biden.,https://www.politifact.com/factchecks/2020/nov/02/facebook-posts/no-nancy-pelosis-son-didnt-serve-burisma-board/
true,"Ilana Shafran Mandel’s stake in Forest City Enterprises ""constitutes significantly less than 1 percent"" of the company’s shares and any implication of a conflict of interest ""is legally incorrect.""",https://www.politifact.com/factchecks/2011/nov/10/josh-mandel/wifes-assets-company-not-conflict-interest-casino-/
false,"Says Eric Trump said he ""raised nearly $30 million for children dying of cancer at St. Jude before the age of 30.""",https://www.politifact.com/factchecks/2021/jun/25/instagram-posts/fact-checking-false-instagram-post-about-eric-trum/
true,"""Texas has installed more wind power than any other state, and all but four countries.""",https://www.politifact.com/factchecks/2010/mar/06/rick-perry/perry-says-texas-has-installed-more-wind-power-all/
true,"""When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against women’s health care in our state.""",https://www.politifact.com/factchecks/2012/oct/08/robert-menendez/us-sen-robert-menendez-claims-state-sen-joe-kyrill/
true,"Speakers at the Democratic National Convention made ""zero mentions of the global terrorist threat posed by ISIS.""",https://www.politifact.com/factchecks/2016/jul/26/republican-national-committee-republican/rnc-right-no-democratic-speaker-mentioned-isis-con/
false,"""Sophia Stewart wrote books in the 70s that were stolen from her by Warner Bros. (Terminator 1-4 & The Matrix 1 & 2!) ... she won Hollywood's biggest lawsuit, $2.5 Billion.""",https://www.politifact.com/factchecks/2021/oct/05/instagram-posts/no-woman-didnt-win-25-billion-matrix-lawsuit-over-/
true,"""The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on.""",https://www.politifact.com/factchecks/2014/sep/14/michael-hayden/former-cia-director-obama-said-syrian-opposition-w/
false,"Says video of body bags being dumped in a ditch shows the ""situation in Italy"" due to the coronavirus.",https://www.politifact.com/factchecks/2020/apr/13/facebook-posts/no-video-doesnt-show-italys-covid-19-victims-body-/
true,"""California is 49th out of 50 in the United States in per capita housing units. Only Utah can lay claim to being lowest in per capita production.""",https://www.politifact.com/factchecks/2018/mar/21/gavin-newsom/true-california-ranks-49th-capita-housing-supply/
true,"""The top 25 hedge fund managers (are) making more than all of America's kindergarten teachers combined.""",https://www.politifact.com/factchecks/2015/jun/15/hillary-clinton/hillary-clinton-top-hedge-fund-managers-make-more-/
true,"""46 percent of women between the age of 16 to 24 despise sexual contact"" in Japan.",https://www.politifact.com/factchecks/2015/jun/23/aziz-ansari/startling-stat-checks-out-46-percent-young-women-j/
true,"""2008 was the deadliest year of the war (in Afghanistan) for American forces.""",https://www.politifact.com/factchecks/2009/mar/31/barack-obama/Conditions-in-Afghanistan-have-deteriorated/
false,"""You couldn’t buy a cannon when, in fact, the Second Amendment passed.""",https://www.politifact.com/factchecks/2022/apr/12/joe-biden/joe-biden-recycles-false-claim-second-amendment-li/
false,Joe Biden gave his used face mask to Stephen Breyer.,https://www.politifact.com/factchecks/2022/feb/08/viral-image/no-biden-didnt-give-his-used-face-mask-justice-ste/
false,"CDC ""will revoke the emergency use authorization"" of the PCR COVID tests because those tests don't differentiate between COVID and flu viruses. ""Translation: They've been adding flu cases to Covid cases when using that test.""",https://www.politifact.com/factchecks/2021/jul/30/facebook-posts/cdc-test-cant-differentiate-between-covid-and-flu-/
false,"Says the GOP plan he supports is ""the biggest tax cut in U.S. history.""",https://www.politifact.com/factchecks/2017/oct/26/donald-trump/donald-trump-wrong-his-tax-plan-biggest-cut-ever/
false,"""Gas prices have never been higher, and Exxon Mobil's profits have never been higher.""",https://www.politifact.com/factchecks/2007/dec/31/barack-obama/hes-a-year-too-late-on-this-energy-claim/
false,"After the attack on a U.S. diplomatic mission in Benghazi, Libya, ""the ambassador's body was dragged through the street.""",https://www.politifact.com/factchecks/2014/may/05/laura-ingraham/ingraham-recycles-incorrect-benghazi-claim/
true,"""In every state, women are paid less than men.""",https://www.politifact.com/factchecks/2012/oct/01/national-womens-law-center/there-gender-wage-gap-every-state/
false,South Korea doesn't pay the United States for U.S. troops that protect their country.,https://www.politifact.com/factchecks/2011/apr/01/donald-trump/donald-trump-says-south-korea-doesnt-pay-us-troop-/
true,"Says ""in Oregon only 41 percent of adults have ever been tested"" for HIV.",https://www.politifact.com/factchecks/2012/feb/24/alissa-keny-guyer/have-only-41-percent-oregon-adults-ever-been-teste/
false,"""This is the worst jobs recovery since the Great Depression.""",https://www.politifact.com/factchecks/2011/sep/26/herman-cain/cain-jobs-recovery-worst-great-depression/
true,"Because of a local version of Amendment 4, ""the taxpayers of St. Pete Beach have had to pay hundreds of thousands in legal bills.""",https://www.politifact.com/factchecks/2010/mar/17/citizens-lower-taxes-and-stronger-economy/voter-control-over-land-use-issues-has-cost-st-pet/
true,"""Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.""",https://www.politifact.com/factchecks/2011/nov/24/steve-rothman/steve-rothman-says-it-costs-more-make-penny-and-ni/
false,"""Only the State of New York spends more money on Medicaid than the State of New Jersey.""",https://www.politifact.com/factchecks/2011/jul/05/chris-christie/gov-chris-christie-says-new-jersey-second-nation-m/
false,Says a Washington Post headline and graphic about COVID-19 deaths are misleading.,https://www.politifact.com/factchecks/2022/feb/11/facebook-posts/facebook-post-cries-foul-washington-post-headline-/
false,"""State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.""",https://www.politifact.com/factchecks/2016/oct/19/mike-pence/pence-wrong-haiti-contracts-steered-clinton-friend/
false,"""Roy Moore fought for pay increases for politicians while courts had to shut down because of lack of funding.""",https://www.politifact.com/factchecks/2017/sep/22/luther-strange/did-roy-moore-fight-pay-raises-politicians-during-/
false,"""Qataris don't really work.""",https://www.politifact.com/factchecks/2014/jun/02/jeremy-schaap/espns-schaap-qataris-dont-need-work/
false,"""America’s carbon emissions are being reduced at a rate far higher than any country in the world.""",https://www.politifact.com/factchecks/2020/feb/24/todd-gilbert/contrary-todd-gilbert-us-isnt-reducing-carbon-emis/
